DataHora,Satelite,Pais,Estado,Municipio,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,Latitude,Longitude,FRP
2024/03/23 00:34:50,GOES-16,Brasil,RORAIMA,MUCAJAÍ,Amazônia,,,,2.3591,-61.8138,62.9
2024/03/23 00:34:50,GOES-16,Brasil,RORAIMA,IRACEMA,Amazônia,,,,2.3593,-61.7009,122.8
2024/03/23 00:34:50,GOES-16,Brasil,RORAIMA,IRACEMA,Amazônia,,,,2.3593,-61.6821,148.4
2024/03/23 00:34:50,GOES-16,Brasil,RORAIMA,IRACEMA,Amazônia,,,,2.3593,-61.6633,71.7
2024/03/23 00:34:50,GOES-16,Brasil,RORAIMA,CANTÁ,Amazônia,,,,2.362,-60.1877,61.7
2024/03/23 00:34:50,GOES-16,Brasil,RORAIMA,IRACEMA,Amazônia,,,,2.3408,-61.8328,93.9
2024/03/23 00:34:50,GOES-16,Brasil,RORAIMA,IRACEMA,Amazônia,,,,2.3409,-61.814,137.8
2024/03/23 00:34:50,GOES-16,Brasil,RORAIMA,IRACEMA,Amazônia,,,,2.3409,-61.7952,61.6
2024/03/23 00:34:50,GOES-16,Brasil,RORAIMA,IRACEMA,Amazônia,,,,2.341,-61.7011,83.7
2024/03/23 00:34:50,GOES-16,Brasil,RORAIMA,IRACEMA,Amazônia,,,,2.3411,-61.6823,105.2
2024/03/23 00:34:50,GOES-16,Brasil,RORAIMA,CANTÁ,Amazônia,,,,2.3243,-60.8143,68.8
2024/03/23 00:34:50,GOES-16,Brasil,RORAIMA,CANTÁ,Amazônia,,,,2.3251,-60.3782,63.8
2024/03/23 00:34:51,GOES-16,Brasil,RORAIMA,IRACEMA,Amazônia,,,,2.2864,-61.6453,83.4
2024/03/23 00:34:51,GOES-16,Brasil,RORAIMA,IRACEMA,Amazônia,,,,2.2865,-61.6265,83.3
2024/03/23 00:34:51,GOES-16,Brasil,RORAIMA,CANTÁ,Amazônia,,,,2.2702,-60.4358,79.1
2024/03/23 00:34:51,GOES-16,Brasil,RORAIMA,IRACEMA,Amazônia,,,,2.2498,-61.7586,86.2
2024/03/23 00:34:51,GOES-16,Brasil,RORAIMA,CANTÁ,Amazônia,,,,2.252,-60.4361,124.6
2024/03/23 00:34:51,GOES-16,Brasil,RORAIMA,CANTÁ,Amazônia,,,,2.252,-60.4171,137.7
2024/03/23 00:34:51,GOES-16,Brasil,RORAIMA,IRACEMA,Amazônia,,,,2.2316,-61.7588,65.3
2024/03/23 00:34:51,GOES-16,Brasil,RORAIMA,IRACEMA,Amazônia,,,,2.2316,-61.74,66.1
2024/03/23 00:34:51,GOES-16,Brasil,RORAIMA,CANTÁ,Amazônia,,,,2.2337,-60.4363,63.6
2024/03/23 00:34:51,GOES-16,Brasil,RORAIMA,CANTÁ,Amazônia,,,,2.2338,-60.4173,75.8
